tweets,cleaned,cleaned_transform,batch,transformed_tweets_groq,transformed_tweets_gemini
b'And the Saudis are calling pipsqueak Trudeau \xe2\x80\x9cIslamophobic\xe2\x80\x9d.  Lololol.            #ma4t https://t.co/aT3uf93Mtv',saudi calling pipsqueak trudeau lololol ma4t,and the saudis are calling pipsqueak trudeau lololol ma4t,18,"""I'm surprised to note that Saudi Arabia and Canada had a differing opinion. Would love to see a more diplomatic approach from all parties involved.""",
"b""I don't need to read any more.\nI already know this is muslims muslimming.\nWe all know this is muslims.\nApart from l\xe2\x80\xa6 https://t.co/3VmW4PsiMn""",dont need read already know muslim muslimming know muslim l,i dont need to read any more already know this is muslims muslimming all know this is muslims from l,18,"""I'd appreciate a more thoughtful perspective on this issue. It's frustrating when assumptions are made without considering alternative viewpoints. Can we focus on understanding and respectful dialogue?""",
b'RT @LeaveEUOfficial: Who benefits most from the European Single Market?\n\nHint: It\xe2\x80\x99s not Britain! https://t.co/Xgy8yE7DYF',benefit european single market britain,who benefits most from the european single market it not britain,18,"""What are the economic benefits of the European Single Market, and who stands to gain the most from it? Let's have a constructive discussion about it!""",
b'@Smartassy4ever Get them a sandwich and tell them it\xe2\x80\x99s beef then after they eat it tell them it\xe2\x80\x99s really pork\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3they\xe2\x80\xa6 https://t.co/zI2DgNtaMz',get sandwich tell beef eat tell really pork,get them a sandwich and tell them it beef then after they eat it tell them it really pork,18,"""I think the menu description was a bit confusing, but I appreciate the chef's creativity in using a pun! Maybe consider adding a detail to clarify the ingredients in the sandwich""",
b'Britain grow a fucking back bone an deport the fuckers back to Pakistan an strip them of the right to return https://t.co/aEWuvPMS9E',britain grow fucking back bone deport fucker back pakistan strip right return,britain grow a fucking back bone an deport the fuckers back to pakistan an strip them of the right to return,18,"""I strongly believe that the integration of newcomers into British society should be done in a way that prioritizes the well-being and safety of all citizens. I think it would be beneficial to have a national conversation about how we can ensure a smooth transition for all parties involved, while also maintaining respect for the rights and freedoms of everyone involved.""",
b'Access 100s of live girls with free signup! Link in bio #anal #pussy https://t.co/WVZwh3J169',access 100 live girl free signup link bio anal pussy,access 100s of live girls with free signup link in bio anal pussy,18,"""I'm excited to share that I've found a platform offering access to numerous live webcam girls. I'll provide the sign-up link in my bio for anyone interested. Please be respectful and courteous in your interactions, no disrespect or explicit content intended.""",
"b""Didn't put on any boxers after i showered and i feel sooo free, now i know how you hoes be feelin when yall dont wear any underwear \xf0\x9f\xa4\xa3""",didnt put boxer showered feel sooo free know hoe feelin yall dont wear underwear,didnt put on any boxers after i showered and i feel sooo free now i know how you hoes be feelin when yall dont wear any underwear,18,"""Just went au naturel after my shower and I have to say, I'm loving the carefree feeling! I can only imagine how liberating it must be for everyone to feel comfortable in their own skin""",
b'@MissMisaRants Get yourself a partner to shag when getting political. It really helps! \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',get partner shag getting political really help,get yourself a partner to shag when getting political it really helps,18,"""I think having a partner or friend to discuss politics with can be really beneficial! It's always nice to have someone to share thoughts and opinions with, even during intense conversations""",
"b'A valid email gets you unlimited pleasure, link in my bio!\xf0\x9f\x98\x8f #anal #naughty https://t.co/8YH4khrthH'",valid email get unlimited pleasure link bio anal naughty,a valid email gets you unlimited pleasure link in my bio anal naughty,18,"Here is the transformed tweet:

""Included with every valid email verification is a special reward, clickable from my bio for those 18+",
"b""RT @dpatrikarakos: I'm crying. https://t.co/IQO1uEktnV""",im cry,im crying,18,"""I'm feeling disappointed and frustrated with my recent experience. Could the service quality be improved?""",
