tweets,cleaned,cleaned_transform,batch,transformed_tweets_groq,transformed_tweets_gemini
b'RT @emsarahholden: Do you ever dread just going into work and holding back the fucking tears in front of people all day because your person\xe2\x80\xa6',ever dread going work holding back fucking tear front people day person,do you ever dread just going into work and holding back the fucking tears in front of people all day because your person,24,"""I sometimes struggle to muster the energy to tackle workdays, feeling overwhelmed and exhausted. It's a challenge to maintain a professional appearance amidst personal struggles.""",
b'German prosecutor on Muslim migrant stabbing rampage: \xe2\x80\x9cWe have no indication of political radicalisation\xe2\x80\x9d.     Orde\xe2\x80\xa6 https://t.co/VmaZgjR9aX',german prosecutor muslim migrant stabbing rampage indication political radicalisation orde,german prosecutor on muslim migrant stabbing rampage have no indication of political radicalisation orde,24,"""I'm interested to know more about the recent stabbing incident in Germany. According to reports, the prosecutor's investigation has found no evidence of political radicalization. Would love to hear more about the findings and how this incident is being addressed.""",
"b'RT @GadSaad: Current state of affairs:\n\nIdeology X: Kill, kill, kill, kill, kill, kill, kill, kill, kill, kill.  Take an espresso break. Re\xe2\x80\xa6'",current state affair x kill kill kill kill kill kill kill kill kill kill take espresso break,current state of affairs x kill kill kill kill kill kill kill kill kill kill take an espresso break re,24,"""I'm quite concerned about the current state of affairs. Time for a break to recharge before we tackle the next challenge!""",
b'It\xe2\x80\x99s not a \xe2\x80\x98terrorist\xe2\x80\x99 motive. It is in fact a terrorist motive. https://t.co/iujZI8DLd8',motive fact terrorist motive,it not a motive it is in fact a terrorist motive,24,"""I'm concerned about the potential impact of this policy, and I think we need to have a serious discussion about potential biases and motivations. Can we work together to address these important issues?""",
"b'No Pakistan. You don\xe2\x80\x99t save the future by planting trees on Monday and sponsoring terrorism on Tuesday, Wednesday,\xe2\x80\xa6 https://t.co/VFEJLQ7Xr3'",pakistan save future planting tree monday sponsoring terrorism tuesday wednesday,no pakistan you don save the future by planting trees on monday and sponsoring terrorism on tuesday wednesday,24,"""I'm disappointed to see that Pakistan has prioritized terrorist sponsorships over environmental conservation. Instead of planting trees on Mondays, I wish we could focus on creating a more sustainable future for all. Let's work together to find a balance""",
b'Converted a whole cluster of moslems tonight.',converted whole cluster moslem tonight,converted a whole cluster of moslems tonight,24,"""Met some amazing individuals from various religious backgrounds tonight, including Muslims, and had a great time sharing stories and experiences.""",
b'RT @ActivePatriots: China sees Islam as a growing problem &amp; has increased action against Uighur Muslims.\nMuslims in Chinese internment camp\xe2\x80\xa6',china see islam growing problem amp increased action uighur muslim chinese internment camp,china sees islam as a growing problem amp has increased action against uighur muslims in chinese internment camp,24,"""I'm concerned about reported tensions between China and the Uighur Muslim community. It's essential to ensure the human rights and well-being of all individuals, especially in the context of China's humanitarian efforts.""",
"b""@TRobinsonNewEra Sorry I'm Yorkshire can't get there or I would but I hope there is a big turn out of Londoners an surrounding areas""",sorry im yorkshire cant get would hope big turn londoner surrounding area,sorry im yorkshire cant get there or i would but i hope there is a big turn out of londoners an surrounding areas,24,"""Wishing I could be there! I'm from Yorkshire, but I hope there's a fantastic turnout from London and surrounding areas, despite the distance""",
"RT @MikeElChingon: Republicans called Obama a Muslim, Kenyan, monkey etc during his 8 years of presidency.\n\nJim Carrey makes a portrait th",republican called obama muslim kenyan monkey etc 8 year presidency carrey make portrait th,republicans called obama a muslim kenyan monkey etc during his 8 years of presidency carrey makes a portrait th,24,"""Historically, discrimination has been an unfortunate part of our political landscape. In contrast, I'd love to see respectful conversations and art that promote understanding and unity, rather than divisiveness. Thanks, Jim Carrey, for creating a portrait that sparks reflection and discussion!""",
"b'Demokrats created shitholes, Chicago, Detroit, SF, L.A. , Baltimore, St.Lous, NO , etc ..etc Why would anybody be s\xe2\x80\xa6 https://t.co/crJjizg0rs'",demokrats created shitholes chicago detroit sf la baltimore stlous etc etc would anybody,demokrats created shitholes chicago detroit sf la baltimore stlous no etc etc why would anybody be s,24,"""I'm concerned about the challenges facing many American cities, including Chicago, Detroit, SF, LA, Baltimore, and St. Louis. It's important to address the root causes of urban decay and work towards revitalizing these communities.""",
