clean_reviews,y,pred_label
nobody care seriously selfreferential trivia guy,0,1
understand see see scholarship see stealinggraspinggreed animalistic try culture switch math wil like levantian math amanbir,0,1
guess u know greek cuz took u forever translatesecond u read carefully say anything u,0,1
never met photographed keith wigdor whoever asking interfere article keith wigdor resource connection unless somehow deceptive really sort expert artist dec utc,0,0
holocaust denial actual proof jeff rense advocate holocaust denial category holocaust denier removed,0,1
wikipedia administrator defending massmurdering psychopath,1,1
censorship understanding supposed warn someone asking administrator block consider warning delete comment,0,0
april attitude comment appreciated please remain civil,0,0
request help request help hi cat perviously noticed strong antigreek bias several article related macedonia issue furper beam seem admins heavily favour fyrom officially complained notice board threat block edit behavior unusually close relationship obvious fyrom pov member wikipedia specifically balkanfever noticeboardthisanon apparentlyusercrossthets cisanapparentpovpusher cevidencebelow said verbatim politis talkpage difficult battle far alone moment newbie said one admins notice board feel like someone reporting bad cop policeman ball however still plan follow soon precise listing perceive nonnpov behavior admins noticed researching issue also problem would possible list problem talk page add report show alone furthermore since around longer probably know greek around would possible also contact ask also problem two add incident list perhaps get contact others one person could bullied threat blocking concern many taken much seriously check back couple day courage regard,0,0
certain injury sickness regardless occurred,0,0
told comment want,0,0
wikipediaarticles deletioncheongye kwan post afd new martial art bother version time based post posted read article quite honest feel satisfy wikipedia guideline reliably sourced since believe notability article satisfied independent source refute argument posed wayne determined phillip rhee source martial art localised please consider concern post raise simple matter like reference notability noobie basic afds routine moderately experienced user breadandbutter admin fact cursory check show almost everything stated word unreal close eleven independent source stated established notability nonlocalization time three reference coates robinson shaw certainly topic even existed related passing piece news founder team completely different sport event two reference st half davy white almost certainly identical identically irrelevant topic notability promoter personal page local town website almost certainly selfpublished official village website casual interview nonnotable possibly nonreliable university magazine apparently promoter travel see expert different sport tangential tiny sentence mention would discussed new sport lau philip la interview entry marked reference support written reference chris cook rhee obviously request founder friendcolleague write letter support never published anyway cited read even possibly valid evidence short writeup local information kind award first black belt school local paper brief sport existed even remotely topic much le sourced material substantial coverage precisely zero coverage claim personal think great guy letter support evidently solicited andor written request zero evidence verifiable existence certainly way reliably sourced independent selfwritten briefest nonmentions nonreliable source pretty much discussed topic college magazine interview local press coverage course even news day evidence anything beyond course name taught twice weekly local village hall assessment afd reliably sourced styleborderc c c solid px width barely one reliable source sport even exists first place local newspaper mention meet village hall tuesday friday awarded first black belt probably via selfpromotional input zero reliable sourcing rest cited page evidence notability styleborderc c c solid px width mention even date time topic existed online version provided earth could reliably evidence source independent styleborderc c c solid px width claim please support letter exist even stated personal reference unpublished uncited clearly selfwritten web page local village web host cite show nonlocalized styleborderc c c solid px width page list link checked cite yet say citation prof reference openly stated cambridge university bristol taekwando big indication actual source link provided request turn,0,0
hebrew name lydia appologies til eulenspiegel thought one idiot user page indicates actually well struggling genesis tab mizraim begot ludim anamim lehabim naphtuhim see ludim mitzraim confused lud son shem far east best wish keep good work,1,0
considered irrationally laid waste six month life dedicated project,0,0
scout source prior prod eh dr blofeld,0,0
wasted time take advice pull head as real spend rest life sucking as nice life goodbye mailbox,1,1
classwikitable styleborder px solid aa backgroundf f f padding fontsize parliamentary bloc alliance leader seat percentage source national alliancestate law coalitionnational iraqi allianceibrahim aljaafari aliraqiyaaliraqiyyahassan aljibburi kurdistan bloc coalitionkurdistani listkurdistan islamic unionislamic group kurdistanfuad masum center currentaltawafuqunity alliance iraqunknown gorran blocgorran movementshorsh hajialiraqiya brengt oppositie en talabani dichterbij elkaar azadynl national rafidain listassyrian democratic movementyonadam kanna csapcchaldean syriac assyrianpopular councilsarkis aghajan independent,0,0
also told count using admin tool deciding content misrepresentation policynorms sanctioned past,0,0
welcome hello welcome wikipedia thank contribution one made nogeoldae hope like place decide stay page might like see five pillar wikipedia help page tutorial edit page develop article create first article using article wizard wish manual style welcome continue editing without logging many editor recommend create account free requires personal information provides several benefit ability create article full outline explanation benefit come creating account please see page edit without username ip address used identify instead case hope enjoy editing wikipedian please sign comment talk page using four tilde automatically produce ip address username logged date need help check wikipediaquestions ask help teahouse ask talk page ask question place helpme question page welcome,0,0
stradbroke galleon portuguese hallo moondyne admit signed onto wikipedia aware concensus community knowledge nazi aware make appropriate adjustment obviously mistaken impression wikipedia venue sharing fact knowledge information notion stradbroke galleon story pet theory mine total rubbish written discussed investigated year historian historical group royal historical society queensland maritime archaeology association queensland many numerous include exists various library book community large body written oral history concerning galleon story attempted fairly accurately place wp domain fact story accepted mainstream academic valid reason deletion either contribution occured classic example manipulation information resource vested interest group ie hesperian friend representative mainstream view hesperian complain medium coverage recieved never appeared wp contribution made hesperian mention medium coverage demonstrates core reason hesperian antagonistic attitude simple old fashioned professional jealousy thus valid historical data deliberately surpressed hesperian personal reason example portuguese walking stick handle found aboriginal midden identified spanish musuem offical story told uq archaeology phd student relevant theory portuguese discovery australia kind knowledge suppression wiki guess care appear part happy little click sucked hesperian little band mate pity history full suppression information vested interest group expect wiki different still dissapointing happy trail,0,0
agf requires think reverting user preferred version might look better allow another admin make edit,0,0
accent although cartoon established mario luigi brooklyn fact commonly accepted fan despite never mentioned game toad seemed speak thicker brooklyn accent accent mentioned game tv show presumably licensed product nintendo decided go italian accent fan assumed tv show later movie accent official standing nintendo product included digitized recorded speech anyone realize nintendo intended italian italianamerican principle updated canon star trek star war licensed product run,0,0
delete way consider trophy,0,0
actually bzfoster unable edit article semiprotected well pc would log try,0,0
believe obeyed community rule understand rule personal attack appeares applied unjustly instance provided countless hour academic research input wikipedia please assume good faith part blocking admin intelligent adult naturally assume good faith party demonstrate seems oneside affair,0,0
